ID	longitude	latitude	nameTag	language	translation	translationCount	transliteration	transliterationCount	
248614815	77.5183069	12.9359277	Rajarajeshwari Arch						
248615894	77.5418887	12.9059216	Utharahalli						
248671284	77.5288841	12.9456946	Pantarapalya						
248677023	77.4994343	12.9254826	RV College						
248677254	77.4840551	12.9105073	Kengeri Police Station						
248776656	77.5800287	12.9367887	South End Circle						
248838888	77.5582703	12.9434698	Maruthi Circle						
248838952	77.5665831	12.9473077	Kohinoor Ground						
249074386	77.5761768	12.9309459	Chairman Betappa Junction						
249081285	77.5744528	12.9597821	IMA Junction						
249082054	77.5971728	12.9843652	Balekundri Circle						
249082241	77.6117636	12.9843701	Naga Talkies						
249082830	77.5975331	12.9935676	Cantonment Railway Station						
249083662	77.5436268	12.953944	MCTC Bus Stand						
249084526	77.5635919	12.9758466	Magadi Road 1st Cross						
249087719	77.5773125	12.9563232	Basappa Circle						
249087970	77.5817812	12.9727182	Cauvery Bhavana						
249087971	77.5810476	12.9730556	Mysore Bank Circle						
249141343	77.576788	12.9531227	Sajjan Rao Circle						
249258666	77.5800211	12.9483419	Lalbagh West Gate						
249589952	77.546516	12.9560697	New Guddadahalli						
249776275	77.5675801	12.9320356	Thyagaraja Nagar						
249842964	77.5692637	12.919876	Cauvery Nagara						
251099554	77.6604604	12.9592815	Rajeshwari Talkies						
251099560	77.675471	12.956675	Helicopter Division						
251103708	77.7183071	12.9652228	Cosmos						
251103719	77.7095937	12.9779822	Graphite India Junction						
251104654	77.7147678	12.9776184	SAP ITPL						
251360729	77.5269714	13.0353081	Peenya 1st stage						
253454039	77.618009	13.0014385	Bengaluru East 						
253455822	77.7564291	12.9920327	Prajwal School						
253514986	77.7073038	12.9373016	Bellandur Road						
253518983	77.6658898	12.9607806	HAL Market						
253518986	77.6663946	12.9583828	Mahakavi Kuvempu Circle						
253890178	77.6175022	12.9653852	India Garage						
253890237	77.6195317	12.9711	Trinity Circle						
253890241	77.6201586	12.9675171	Account Office HAL Road						
254665627	77.5885726	12.9822183	Telephone Exchange	VASANTHA NAGARA					
254923713	77.6239316	12.9345998	Canara Bank						
255558038	77.6468992	12.9731391	Thippasandra Cross						
255558064	77.6508338	12.9725231	Tippasandra Market						
255558081	77.6586144	12.9714792	BEML Gate						
260729391	77.6269923	12.9372444	Sony World Signal						
263155937	77.5947824	12.9818565	Police Thimmaya Circle						
263227115	77.6266252	12.9271867	Koramangala 3rd Block						
263472490	77.6517908	12.9185225	ICICI Bank						
263472498	77.6517723	12.918932	Karnataka Bank						
263472508	77.6517898	12.9187516	Angel Heart Montessori Play School						
264339284	77.6604948	12.9017257	Haralur Junction						
265520926	77.4026822	12.8382986	Wonderla						
265521557	77.402524	12.8381977	Wonderla Gate						
266323140	77.6508236	12.924688	Agara						
266323169	77.6492595	12.9171968	Bank Of Baroda						
266324684	77.6634934	12.9213143	Gangothri Residency						
266324687	77.6637401	12.9212987	Ringview Residency						
266371073	77.6627405	12.9214141	Ibblur						
266371138	77.6659088	12.9210775	Sarjapura Road Junction						
266371205	77.6624412	12.9211641	Ibblur						
266472147	77.6513563	12.9198661	Bharat Petroleum						
266472194	77.651371	12.9200997	HSR Police station						
266472673	77.64853	12.9174059	Priti Departmental Store						
266472732	77.6515426	12.9176987	Adeshwara Electronics						
266472834	77.6517486	12.9192715	Igate optic vision						
266739255	77.6540449	12.8696335	Meals House						
266739258	77.6554073	12.8667524	Poonam Furniture House						
266739259	77.6573594	12.8656106	Jubilan Motors Audi Showroom						
266739260	77.6594242	12.8630037	International Business School						
266739262	77.6598533	12.8625267	Volvo Service Center						
266739263	77.6601795	12.8621083	Navneeth Motors BMW Showroom						
266739264	77.6618768	12.8598081	Wipro Ahmed Plaza						
266740082	77.6642727	12.8550625	Swamy Hospital						
266740470	77.6573836	12.8507304	Food n Drinks						
266740687	77.6588954	12.8456194	Food Court						
267211565	77.6676588	12.9197192	Navaneeth Bar						
267212842	77.6700672	12.9186817	Bellandur Gate						
267212843	77.6704998	12.9185253	HDFC Bank						
267213050	77.6708784	12.9184463	Organic food store						
267213051	77.6712877	12.9182748	Kabaab Wala						
267213052	77.6716132	12.9181772	Aishwarya Departmental Store						
267214028	77.6731656	12.9164002	Kusum Delux Seafood						
267214112	77.6770532	12.913892	Vidyarambh Play School						
267214379	77.6774852	12.9134182	Clinic						
267215654	77.6761814	12.9046746	Aishwarya Value Mart						
267215655	77.6757558	12.9042611	La Casa						
267221220	77.6557042	12.8707571	Bar and Restaurant						
269842788	77.6427906	12.9538727	EGL Security						
272710466	77.5818949	12.8676527	SURABHI NAGARA						
272710482	77.5808821	12.8658119	Jambusavari dinne						
272710511	77.5759469	12.869117	Royal Lake Residency						
272710541	77.5731488	12.8739785	Sarathy Nagar						
272710577	77.5668231	12.8766142	Glass Factory						
272710594	77.566969	12.8783378	Kothnuru Cross						
272710629	77.5661021	12.8828895	Sowdamini Kalyana Mantapa						
272710649	77.566864	12.8854128	Konanakunte						
272716816	77.5831826	12.8707463	BK Circle						
272717134	77.5839574	12.8775327	Kothnuru Dinne						
278163316	77.5926578	13.0496593	Kempapura Bus Stop						
278163456	77.6080486	13.1168719	Palanahalli Gate						
282770650	77.6738256	13.2125862	Bachahalli Gate						
282771094	77.6797721	13.2187463	Palya Gate Devanahalli						
282771301	77.6823398	13.2214496	Bhuvanahalli Gate						
283650908	77.6820851	12.8263652	Hebbagodi Police Station						
286257700	77.5840062	12.9997788	RM Guttahalli						
286655206	77.6820739	12.9639016	Ramesh nagara						
286681888	77.574745	12.980776	Anand Rao Circle						
286965860	77.5910813	12.9774786	Gopala Gowda Circle						
287905435	77.6153083	12.9790423	Hasanath College						
288860407	77.7351029	13.0364082	Avalahalli						
289201498	77.6581519	12.9912529	Big Bazaar						
292563720	77.5107861	12.8432955	Tataguni						
292563936	77.4942434	12.8440737	KEB Office Kaggalipura						
292564012	77.4870329	12.8443568	Agara						
292564031	77.4837859	12.8422314	Hosapallya						
292564076	77.4653322	12.8568358	Devagere Colony						
292564130	77.4551257	12.8669183	Tagachaguppe						
292564138	77.4503707	12.8709751	Pinto bore						
292564426	77.4493647	12.8256583	Seegehalli Cross						
292564441	77.4526048	12.818706	Seegehalli						
292564465	77.4499011	12.8122044	Dodda Kuntanahalli						
292564710	77.4513817	12.8490257	Eradu kamba 						
292564924	77.4610162	12.8481674	BGS College	B.G.S.INTERNATIONAL SCHOOL					
292565769	77.7420259	12.9201794	Hossalli	GUNJURU					
292566021	77.765801	12.9152227	Kathruguppe						
292566102	77.7859522	12.9096942	Gonigattapura Cross						
292569007	77.6556097	12.7601548	Bangla Gate						
292569489	77.4438567	12.8879964	Gerupalya						
292569548	77.4375481	12.8895024	Subbarayappana Palya Cross						
292569593	77.4365954	12.894924	Beemanakuppe Cross						
292569607	77.4329218	12.8972165	MGM school						
292569685	77.428596	12.9065617	Ashrama Ramohalli						
292570094	77.3696275	12.910538	Chandrappa Circle						
294079842	77.6043157	12.9921747	Bamboo Bazaar						
294084044	77.5739571	12.9890267	Swastik Circle						
295734690	77.5787914	13.0064407	Bashyam Circle						
295751003	77.5665181	13.0139623	IISc Post Office						
295751976	77.5693702	13.0123098	Sri Circle Maramma						
295766640	77.5583043	13.0181659	DCP Bangalore North Traffic Police						
296029948	77.6354601	13.0312843	Mahiti Infotech						
296029985	77.6257294	13.0123429	Lingarajapuram						
296030032	77.6166702	13.0022194	Clarence School						
296030070	77.6125357	12.9691651	Hosmat Hospital						
298830842	77.6491071	12.9597396	Manipal Hospital Junction						
298830881	77.6195213	12.9654482	Military Account Office						
298831024	77.6754435	12.9565966	Helicopter Division						
299524904	77.5681167	13.0149841	Tata Book Store						
301354121	77.5907098	12.9316521	Canara Bank Holiday Home						
302493798	77.5850854	12.9309141	Citibank ATM						
303917501	77.5836988	12.9330058	ICICI Bank						
303917702	77.583314	12.9303756	Jayanagar 3rd Block PO						
303918309	77.58396	12.9285024	Jayanagara 4th Block	TTMC					
303924572	77.5857517	12.9235041	Shanti Hospital						
303925790	77.5813657	12.9285653	Jayanagar 4th Block Police Station						
303933269	77.6303725	12.9242077	John Fowler						
303933282	77.6350856	12.9249774	KORAMANAGALA						
303933809	77.627846	12.9365346	SBI PBB						
303938171	77.5848426	12.9369025	Mahashakthi Enterprises						
304272392	77.6007706	12.9285088	Indian Oil Petrol Bunk						
304277616	77.6186202	12.9293295	St Johns Medical College & Hospital						
304755413	77.5894406	12.9275361	Advaitha Petrol Bunk						
306583902	77.6227784	12.9435225	National Games Village Stadium						
306585721	77.6231479	12.9334352	Sukh Sagar						
306587086	77.6132988	12.9329534	Taste of Rampur						
306588111	77.6156133	12.935703	Masjid-e-Mamoor						
306588561	77.6178775	12.9338273	Wipro K1 office						
306850237	77.6097555	12.91693	Advaith						
306850490	77.6103158	12.9163076	Udupi Garden						
306850808	77.6129422	12.9196372	Gangothri Circle						
307385230	77.6707002	12.9178088	SBI Sarjapura Branch						
307385707	77.6707326	12.9184797	Shree Sagar						
307388552	77.7523597	12.8832696	Dommasandra Circle						
307395789	77.7502633	12.8835332	Amruth Park Land						
307401529	77.6764489	12.9263518	Apollo Hospital						
307407266	77.6105247	12.9221906	Thavarekere						
307407594	77.6207016	12.9210921	Madiwala Police Station						
307411444	77.5830433	12.9328185	Foodworld						
307413716	77.591365	12.9289618	Garuda Swagat Mall						
307414664	77.5837775	12.9309193	Canara Bank						
307414683	77.5839921	12.9289702	State Bank Of Mysore						
307416151	77.5861636	12.929698	Oriental Bank Of Commerce						
307416930	77.583357	12.9322996	BESCOM Bill Counter						
307417112	77.584756	12.9302752	Electricity/Water bill ATM						
307937880	77.7428477	12.9331499	K K School	VARTURU					
307938594	77.7470469	12.9421116	Varthuru						
307941865	77.7569368	13.0044519	Belathuru						
307941882	77.7615649	13.0248536	Sai Lakshmi Factory						
307941901	77.7618903	13.0533697	Kattumnallur Gate						
308062102	77.4838802	12.9175587	Kengeri						
308062851	77.5211947	12.9414492	Nayandahalli						
308063845	77.5268979	12.9580505	Chandra Layout						
308063850	77.521748	12.9592968	Jyothi Nagara						
308063952	77.5110793	12.9488494	Gandhi Bhavan						
308064422	77.4923354	12.9514528	Press Layout Ullal Road						
308064430	77.4867463	12.95079	Vidyanikethan Public School						
308064437	77.4844546	12.952028	Manganahalli Cross						
308065331	77.5165814	12.9592962	Nagarabhavi Village						
308067272	77.4746956	12.9223985	Beedi Karmikara Colony Gate						
308067274	77.4728245	12.9236032	New Bhyrahalli cross						
308067308	77.4653949	12.9297348	Kommagatta						
308067327	77.4617009	12.9326546	Ramasandra Cross						
308067352	77.4543967	12.9328889	Banglow Sulikere 						
308067428	77.4382948	12.936168	Nursery						
308067531	77.4229016	12.950598	Chikkannapalya						
308067556	77.421031	12.9592366	YELACHAGUPPE						
308067616	77.4040913	12.9643071	Manjunath Nagara						
308069115	77.454308	12.9908399	Machohalli Cross						
308069135	77.4825863	12.9850275	Byadarahalli						
308069169	77.5144953	12.9876591	Kottige Palya						
308069202	77.5293461	12.9837997	Kamakshipalya						
308072380	77.5294589	13.0208584	Devasthana						
308072402	77.5216858	13.0237074	Rajagopalanagara Police Station						
308072451	77.5183725	13.0399298	Jalahalli Cross						
308072821	77.5306036	13.0533332	Jalahalli West						
308072850	77.5400092	13.0544834	Fathima Church						
308072864	77.5467558	13.0567541	Gangamma Circle						
308073351	77.5058332	13.0749078	Chikkabanavara						
308075180	77.5692671	13.04688	Devi Nagara						
308082067	77.5749079	13.0623435	Kodegahalli						
308179930	77.5847864	12.8115241	Sarala Birla Academy						
308180613	77.6200144	12.7945768	Nisarga Gate						
308180630	77.5967457	12.8023524	Jangal Palya						
308184451	77.5112333	12.9853875	Vokkaligara School						
308184554	77.5111646	12.9854461	Vokkaligara School						
308185363	77.5446491	13.0677845	Double Tank						
308185400	77.5390081	13.0906208	Kanksha nagar 						
308185555	77.5147008	13.133855	Shivakote						
308187003	77.3992943	12.9700437	Jettipalya						
308187260	77.4640278	12.9769439	Yale Kodigehalli						
308187548	77.4800181	12.9822884	Bharath Nagara 1st Phase						
308218318	77.6178913	13.0818733	Sampigehalli						
308218359	77.6170849	13.104198	Kogilu						
308218366	77.6228782	13.103601	Srinivasapura Cross						
308218371	77.6289066	13.1025692	Ittige Factory						
308218377	77.6364044	13.1013059	Bellahalli Cross						
308218384	77.6417679	13.0992922	Bella Halli						
308218796	77.6488809	13.0615912	Kothnuru 						
308218816	77.6454513	13.0484896	Geddala Halli						
308219343	77.6968825	13.1853984	Mailanahalli Bagalur						
308219358	77.6908691	13.1723215	Bande Kodigehalli						
308219381	77.6747573	13.1489164	Navodaya School 						
308219388	77.6715359	13.1421114	Colony Bagaluru						
308219750	77.7240487	13.1617406	Singahalli						
308220124	77.7385833	13.0821679	Mandooru						
308221034	77.5525319	13.2165382	Aradeshanahalli Gate						
308229558	77.5886547	13.0997196	Sheshadripuram College						
308231131	77.5979706	13.1000357	Yelahanka						
308231318	77.5794716	13.0782136	GKVK Library						
308231591	77.5600514	13.0684432	Nanjappa Circle						
308231595	77.5596046	13.0647752	Chamundeshwari layout						
308231946	77.5619225	13.0259818	Divanara palya						
308232353	77.5510191	13.0113965	ISKCON Temple						
308232879	77.5485632	13.0074112	Mahalakshmi Layout Entarence						
308238279	77.613534	13.0087757	Periyar Nagara Circle						
308238281	77.6160475	13.0119142	Muslim Colony						
308238284	77.6176968	13.0158279	Venkateshapura						
308238295	77.6208724	13.0300127	Arabic college						
308238297	77.6225941	13.0340505	Glass Factory						
308238302	77.6233837	13.0375625	Nagavara						
308281569	77.7629276	13.2073008	Hosahalli Gate						
308283303	77.7939047	13.1693309	Attibele						
308283394	77.774918	13.1352752	Hasigala						
308296519	77.4252925	12.8015365	Gollarapalya						
308297243	77.4021545	12.9854987	Varthuru						
308298043	77.4021014	13.0700467	Karikalpalya Cross						
308298067	77.4065303	13.0603648	Hullegowdanahalli						
308298109	77.4114827	13.0517862	Kenganahalli						
308298153	77.4262628	13.0374461	Harti palya						
308298177	77.424014	13.0264584	Ravuthanahalli						
308298186	77.421894	13.0199191	Chamundi Nagara						
308298190	77.4203834	13.0146758	Devananjayyana Palya						
308298266	77.4194221	13.0089055	KITTANAHALLI						
308298721	77.4530554	13.006545	Machohalli						
308449286	77.6180513	13.121274	Dwaraka Nagara						
308449515	77.6681171	13.1345657	Bagaluru						
308449531	77.6876742	13.1327607	Gopalapura						
308449550	77.7047089	13.1324454	Maralakunte						
308449646	77.7537525	13.1483818	Chowdappanahalli						
308450087	77.7364577	13.1670614	Bhattaramarenahalli						
308465857	77.7838057	12.9967367	Koraluru						
308465897	77.7844579	13.0184894	Bhaktharahalli Gate						
308465930	77.7849541	13.046083	SARKAR GUTTAHALLI						
308467940	77.8286866	13.0097328	Makanahalli						
308468263	77.8296221	12.9850113	Devalapura						
308468315	77.824704	12.9602705	Obalapura						
308468463	77.833925	12.9474951	Matta mallasandra						
308468472	77.8304581	12.9527141	Medi Mallasandra						
308468655	77.8123101	12.9896363	Biscuits Factory						
308468669	77.7894362	12.990573	Karnataka State Ware Housing Godown						
308468862	77.7901829	12.9801938	Samethanahalli						
308517615	77.7620717	13.0608885	Huskur						
308518058	77.7510339	13.0936867	Hancharahalli						
308518538	77.7652131	13.15362	Gangawara						
308518834	77.768921	13.1692571	Somathanahalli						
308661458	77.7999412	12.9688306	Ayurvedic Hospital						
308661539	77.8070707	12.9553807	Muthkuru						
308661664	77.8199796	12.9293571	Muthugadahalli						
308661756	77.8241338	12.9151772	Tattanur						
308661802	77.8265714	12.9016324	Thiruranga						
308662115	77.8499985	12.9274494	Shiva Ittige Factory						
308662280	77.8365832	12.9421974	Arehalli Cross						
308662592	77.7950544	12.9660202	Naganayakana Kote						
308663008	77.7943334	12.9123412	Gonighattapura						
308664192	77.8016977	12.8884968	Koothaganahalli						
308715187	77.5602908	13.0838678	Vidyaranyapura						
308715244	77.5577315	13.0766407	Vidyaranyapura						
308719006	77.5208615	12.7979499	Vasudevapura						
308719371	77.5766863	12.8004139	Bannerghatta Zoo & Safari						
308729154	77.5763354	12.9238284	Citibank ATM Jayanagar 7th Block						
308773504	77.6630046	12.8398359	Electronics City Post Office						
308775956	77.6577486	12.8363549	Gate 7						
308776196	77.6593386	12.839085	Wipro EC Gate No 5						
308776211	77.6585719	12.8378838	Wipro EC Gate No 6						
308779330	77.6148616	12.9353555	ICICI Bank						
308779347	77.6144578	12.9356671	Bharat Petroleum						
308807795	77.5770024	12.9273204	Avarekalu Circle						
308809874	77.5839239	12.9336627	Jayanagara 3rd Block						
308866071	77.6349897	12.9155759	Narayana Hrudayalaya Dental Clinic						
308866083	77.6347321	12.9156177	SBI						
308873961	77.6037417	12.9087318	Nayanappa Shettipalya						
308875509	77.6170707	12.9193779	Jaibheemanagara						
308922188	77.6121969	12.9353955	Pizza Corner						
308922435	77.6115003	12.9337081	Indian Oil						
308922692	77.5976995	12.93982	Nimhans Hospital						
308923503	77.6030099	12.9444554	MICO Gate						
308923504	77.6028365	12.9444786	MICO Signal						
308924467	77.6077319	12.9515129	Gajendra Nagara						
309690273	77.6385098	12.9604812	IDBI ATM						
310393723	77.6419101	12.9129006	Dr Ganesh Medical & Diabetic Clinic						
310395763	77.6372372	12.9141115	HSR PO						
312499482	77.592111	12.9545737	Big Bazaar						
312503506	77.6385011	12.9606568	Shanti Sagar						
312504711	77.6382779	12.9588228	Family Mall						
312504777	77.6383467	12.9591512	Spencers Express						
312504798	77.638381	12.9595527	More						
312504927	77.6385869	12.9593353	Srinidhi Sagar						
312508904	77.6419773	12.9619115	Nandhini						
312509585	77.643033	12.9599793	Axis Bank ATM						
312545031	77.6094191	12.9703806	Garuda Mall Parking						
312595359	77.6412371	12.9559416	Pizza Hut						
312595492	77.6411692	12.9558995	Nandhana						
312596310	77.6440293	12.9573034	Hotel Royal Orchid						
312599850	77.6365963	12.9608416	Domlur Post office						
312600161	77.638419	12.9612252	BWSSB Office						
312835604	77.6407376	12.9782444	KFC						
313178845	77.4874828	12.764533	Hosa Doddi Gate						
313267749	77.3876185	12.7990189	Bidadi						
314703021	77.588311	12.9675237	HP						
314705276	77.5752942	12.9741901	Sukh Sagar						
314709730	77.6074359	12.9719202	Brigade Road						
314799320	77.4119521	12.7965631	eagleton						
315524768	77.6373781	12.9602773	Vijaya Bank						
316111336	77.6380321	12.960679	Union Bank of India						
316417066	77.583333	13	Bangalore Urban						
316483286	77.608086	12.9748429	Cauvery Emporium						
316660381	77.5739623	12.9938189	Link Road						
316993736	77.6457458	12.9599637	Indian Oil						
316993744	77.6452479	12.9600306	Kotak Bank						
316993745	77.6451449	12.9600307	Citi Bank						
316996413	77.6372314	12.9605409	MedPlus						
316997347	77.6469543	12.9599816	Kodihalli						
316999234	77.6383211	12.9651393	Bhagini						
316999364	77.6403936	12.9637134	Subway						
316999477	77.6489441	12.9686175	Apollo Pharmacy						
317118536	77.611345	12.9562217	Masjid						
317119985	77.5928828	12.9545906	Kadamba Veg						
317120437	77.6252494	12.974665	Halasuru Police Station						
320627062	77.6827079	12.9670229	Basavanagara Bus Stand						
323638044	77.5959935	12.9737535	TVS Sundaram Motors						
324663010	77.6034092	13.0688237	18th Cross Srirampura						
324663015	77.6016873	13.0695866	Jakkur Layout						
324663022	77.6007336	13.0656864	Amrutahalli						
324663030	77.5959473	13.0665976	SBM ATM						
324663061	77.6117772	13.0495024	Mariyappana Palya						
325106931	77.7212924	12.9769158	KTPO						
325156163	77.6495331	12.959931	Bharat Petroleum						
325156622	77.6412885	12.955068	Domlur Herohonda Stop						
325196052	77.7106529	12.9781679	Graphite India						
325203929	77.7081623	12.9853637	Standard Chartered						
325204244	77.7055288	12.992964	Bhoruka Steel						
331665370	77.6016281	13.1037409	Kogilu Cross Kannur						
332157408	77.6205439	13.0414384	Jay Hanuman Service Station						
332943522	77.5947629	13.1738821	Embassy International Riding School						
332943523	77.5980563	13.1706334	Stonehill International School						
332954390	77.6154573	13.1313561	I.A.F.GATE						
333512357	77.6399912	13.0001857	Sathyanagara						
333512485	77.6440047	12.9946381	Old Bayappanahalli						
334483116	77.6017676	12.9765242	Anil Kumble Circle						
335648274	77.6537448	13.019677	HORAMAVU PETROL BUNK						
335654343	77.6467345	13.0385496	Kaveri Nagar						
338162934	77.6539427	13.0923096	Kannuru						
338178217	77.6216681	13.0448787	NXP Semiconductors India						
338178218	77.621342	13.0440258	Philips Innovation Campus						
338274462	77.59279	13.101944	Yelahanka Junction						
338524869	77.6215126	13.0424215	IBM						
338524994	77.6338042	13.0279486	Royal Suites						
340406557	77.6516531	12.9919736	NGEF Ground						
341116747	77.6533242	12.9591879	HP						
343089650	77.614181	12.9915471	Thom's Bakery						
343304434	77.6384931	13.0057613	Indian Oil						
343304441	77.6443133	13.0099317	Maruthi School						
343324577	77.6563443	12.9806958	LRDE						
343336128	77.6538697	13.0198055	HORAMAVU PETROL BUNK						
343338288	77.6683846	13.0309356	Sun Shine School						
343338298	77.6749477	13.0337247	Kalkere						
343338936	77.5839066	13.0102005	Palace Ground						
343670377	77.6766034	13.0004202	KR Puram Railway Station						
344370976	77.6357141	13.0316253	Reliance fresh						
347241683	77.5865608	12.9498004	Lalbagh Glasshouse						
347256290	77.5803077	12.9482703	Lalbagh West Gate						
347261886	77.6381958	12.9624669	Domlur						
347262164	77.6463772	12.9624481	Kodihalli						
347998968	77.712401	12.9295945	Panathuru Dinne						
349290095	77.6003017	12.976066	St.Marks Cathedral						
349291886	77.6014338	12.9757076	Koshy's						
352899799	77.6126014	12.9708018	Ranka Paradise						
353187806	77.6274758	13.015012	Chandrika Soap Factory						
355840242	77.6517137	13.0564988	Byrathi						
355848134	77.6737504	13.0709857	Dodda Gubbi						
356639621	77.6042079	12.9843818	Saint Mary's Basilica						
357719513	77.6367864	13.0326137	Cauvery Service Station						
357719533	77.6344531	13.0300345	Shoba						
357719545	77.6347682	13.0298925	Smart						
357856163	77.6328487	13.0240649	Tashan						
359313752	77.6379362	13.0336201	Hennur Police Station						
359860338	77.6390471	13.0341008	Ferns Nest Apartments						
359904525	77.6508966	13.0648766	Biozeen						
362539259	77.5933299	12.9141893	Ragigudda temple						
363075357	77.6386306	13.0344414	Classic Royale Garden						
363075974	77.6383473	13.0341404	R&S Wood Side						
363078089	77.6351802	13.0300012	Regency Magnum						
363078366	77.6354462	13.030411	Indian Academy						
363167057	77.6131246	12.9344785	Jacaranda						
363184350	77.6214073	12.9343196	Akhila Park						
363758557	77.6214543	12.9298186	St Johns Post Office						
364628584	77.5857204	12.9215957	Ganesh Temple						
364629083	77.5860466	12.9238628	Jayanagar 4th Block Post Office						
364629422	77.5745968	12.9207173	JBS						
364644035	77.5908445	12.925126	Ganapathi Temple						
364645835	77.5872561	12.932868	Ganesh Temple						
370899324	77.7898332	12.7672132	Indian Oil						
374216498	77.5725395	13.0149251	Sadhashivnagar Police Station						
374216503	77.5720821	13.0235339	MS Ramaiah Hospital New BEL Road						
374216790	77.5726221	13.0465271	Patalappa Layout						
374217348	77.5742994	13.0476857	Big Bazaar						
374218191	77.5715049	13.0273904	M.S. Ramaiah College						
374218383	77.5712004	13.0284487	M S Ramaiah Signal						
377219489	77.7497448	12.9696365	Whitefield						
377708748	77.7443568	13.1801856	Ramanahalli						
378717492	77.7179381	12.965193	Brookefields						
382803182	77.5734716	12.9014849	Jaraganahalli Cross						
382826644	77.5720595	12.8921358	GANAPATHIPURA						
387555068	77.6237277	13.0583616	Rachenahalli						
388463954	77.5327496	12.8642806	Vajramuneshwara Gate						
388463964	77.5434056	12.8754128	Byana Palya	 VAJARAHALLI					
388469089	77.5178452	12.8426863	Kuppa Reddy Kere						
388469098	77.5221282	12.8491466	Agara Cross						
388469108	77.5235173	12.8537732	Silk Farm						
388469677	77.5137302	12.8250946	DAYANANDA SAGAR COLLEGE						
388469690	77.5159312	12.8369204	Shanimahathma Temple						
388470002	77.5117083	12.8112779	Saalu Hunase						
388470022	77.5139914	12.8203334	Udi Palya Udayapalya						
388470146	77.5022793	12.7856804	APS College Somanahalli						
391881025	77.614002	13.0425174	Hotel Garden						
391881031	77.6113853	13.0679383	Jawaharlal Nehru Research Centre						
391881057	77.6200213	13.0658956	Srirampura						
391881071	77.6196815	13.0660294	Sri Ramapura						
391929291	77.6342169	13.0483112	Swamy Vivekananda Primary and High School						
407905705	77.6381656	13.0481957	Masjid Al-Salf Al-Salah						
410387779	77.5970247	13.0782406	Jakkur Airfield						
410598636	77.559276	13.1825229	Angsana Oasis Spa & Resort						
410603052	77.5938879	13.0951985	Yelahanka Police Station						
410605174	77.6429747	13.0658113	BDS Nagara						
410860107	77.6430057	13.0581772	Kristu Jayanti College						
410860115	77.6372598	13.0666195	Bangalore Children's Home						
410860116	77.6341637	13.0681804	Rashtrotthana Vidya Kendra						
410861147	77.634017	13.0800795	Noor Nagara						
410861178	77.6341451	13.0802242	Noor Nagara						
410861186	77.6341683	13.0720692	Hegdenagara						
410861196	77.6379402	13.0713622	Shabarinagara						
410861197	77.6355896	13.0859051	Karnataka College						
410861198	77.6358835	13.0888895	K.N.S.PRE. University College						
410861199	77.6350463	13.0989262	Golden Chariot Public School						
410864233	77.5913939	13.0964335	Poornaprajna Education Centre						
410864237	77.5829335	13.1040682	Railway Hospital						
410865936	77.5786803	13.1145247	Ramanashree California Resort						
